,File #,Action Date,Title,Vote,Meeting Body
6521,200009.0,1/29/2020,"Resolution authorizing and approving the lease of 1271-1275 Mission Street, commonly known as 1275 Mission Street, consisting of approximately 8,750 square feet of office space for San Francisco Digital Services, with Mission 1275 SF LLC and Baskin Investment Group LLC, limited liability companies and tenants in common, as landlord, for a six-year term with two five-year options for renewal, to commence on or around February 1, 2020, at an initial monthly base rent of $48,125 for a total annual rent of $577,500 with 3% annual adjustments thereafter; and making findings that the proposed lease",Aye,Budget and Finance Committee
6522,200009.0,1/29/2020,"Resolution authorizing and approving the lease of 1271-1275 Mission Street, commonly known as 1275 Mission Street, consisting of approximately 8,750 square feet of office space for San Francisco Digital Services, with Mission 1275 SF LLC and Baskin Investment Group LLC, limited liability companies and tenants in common, as landlord, for a six-year term with two five-year options for renewal, to commence on or around February 1, 2020, at an initial monthly base rent of $48,125 for a total annual rent of $577,500 with 3% annual adjustments thereafter; and making findings that the proposed lease",Aye,Budget and Finance Committee
6523,200028.0,1/29/2020,"Resolution authorizing the San Francisco Office of Cannabis to accept and expend a grant award in the amount of $1,338,683.13 from the California Bureau of Cannabis Control for the Local Equity Grant Funding program for the period of February 1, 2020, through January 31, 2021; authorizing the Office of Cannabis to execute the agreement with the Bureau of Cannabis Control, and any extensions, amendments, or contracts subsequent thereto on behalf of the City and County of San Francisco; and indemnifying the Bureau of Cannabis Control for liability arising out of the performance of this contract.",Aye,Budget and Finance Committee
6524,200008.0,1/29/2020,"Resolution establishing the appropriations limit of $5,528,830,486 for FY2019-2020, pursuant to California Constitution, Article XIII B.",Aye,Budget and Finance Committee
6525,190972.0,1/28/2020,Ordinance amending the Environment Code to require new construction and major renovations of municipal buildings to exclude natural gas and include exclusively all-electric energy sources; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye,Board of Supervisors
6526,191208.0,1/28/2020,"Ordinance approving an amendment to the 2016 settlement of United States Environmental Protection Agency’s (“EPA”) unlitigated claim against the City and County of San Francisco approved by Resolution No. 350-16; no formal claim has been filed; the amendment resolves EPA’s claims against the City to perform additional pre-design technical studies in support of cleanup of the Yosemite Slough Sediment Site; the amendment requires the City to perform two technical studies at an estimated cost of $821,839; additional material terms of the amended settlement are that the City will contract with a t",Aye,Board of Supervisors
6527,191207.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by Claudia High-Matthews against the City and County of San Francisco for $40,000; the lawsuit was filed on May 25, 2018, in San Francisco Superior Court, Case No. CGC-18-566804; entitled Claudia High-Matthews v. City and County of San Francisco; the lawsuit involves an alleged personal injury on a City sidewalk.",Aye,Board of Supervisors
6528,191222.0,1/28/2020,"Resolution approving the settlement of the unlitigated claim filed by Clinton Bailey against the City and County of San Francisco for $49,076.68; the claim was filed on February 19, 2016; the claim involves an employment dispute.",Aye,Board of Supervisors
6529,191221.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by Peggy Ung against the City and County of San Francisco for $50,000; the lawsuit was filed on November 8, 2017, in San Francisco Superior Court, Case No. CGC-17-562378; entitled Peggy Ung v. Yong L. Wang, et al.; the lawsuit involves alleged personal injury on a City sidewalk; other material terms of the settlement are that the City, Yong L. Wang, Michelle Wang, and Farmers Insurance Company mutually waive any and all rights they may have against each other for indemnity concerning the lawsuit.",Aye,Board of Supervisors
6530,191204.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by PJ Dayacamos against the City and County of San Francisco for $57,500; the lawsuit was filed on May 8, 2017, in the United States District Court, Northern District of California, Case No. 3:17-cv-02644-JSC; entitled PJ Dayacamos v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
6531,191205.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by Tureko Straughter and K.R., a minor, against the City and County of San Francisco for $160,000; the lawsuit was filed on August 22, 2018, in the United States District Court, Case No. 18-cv-03651; entitled Tureko Straughter, individually and as the guardian for minor K.R.; and K.R., a minor, by and through his guardian Tureko Straughter; the lawsuit involves alleged civil rights violations.",Aye,Board of Supervisors
6532,191206.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by Scanvinski Jerome Hymes against the City and County of San Francisco for $35,000; the lawsuit was filed on July 28, 2016, in United States District Court - Northern District of California, Case No. 16-cv-04288 JSC; entitled Scanvinski Jerome Hymes v. Milton Bliss, et al.; the lawsuit involves alleged excessive force and personal injuries by Sheriff’s deputies.",Aye,Board of Supervisors
6533,191213.0,1/28/2020,"Resolution approving the settlement of the unlitigated claim filed by Spotify USA Inc. against the City and County of San Francisco for $217,290.29; the claim was filed on July 15, 2019; the claim involves a refund of payroll expense and gross receipts taxes, penalties, and interest",Aye,Board of Supervisors
6534,191236.0,1/28/2020,"Ordinance authorizing settlement of the lawsuit filed by Katherine Cantwell against the City and County of San Francisco for $150,000; the lawsuit was filed on February 27, 2018, in San Francisco Superior Court, Case No. CGC-18-564646; entitled Katherine Cantwell v. Mohammad Waraich et al.; the lawsuit involves alleged personal injury from a vehicle versus pedestrian collision.",Aye,Board of Supervisors
6535,191238.0,1/28/2020,"Ordinance authorizing the service of an Offer to Compromise under Code of Civil Procedure, Section 998, in the lawsuit filed by Kellan Dunn against the City and County of San Francisco, to include a payment from the City and County of San Francisco of up to $45,000 plus reasonable attorneys’ fees and costs to be determined by the Court; the lawsuit was filed on May 9, 2018, in San Francisco Superior Court, Case No. CGC-18-566427; entitled Kellan Dunn v. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors
